ID,Firm_ID,Year_of_Establishment,FirmName,Legal_Representative,Registered_Capital,Paid_in_Capital,Date_of_Establishment,Business_Status,Unified_social_credil_code,Registration_number,Taxpayer_number,Organization_code,Type_of_enterprise,Industry,Date_of_approval,Registration_Authority,Term_of_operation,Taxpayer_qualification,Staff_size,Insured_number,Former_name,English_name,Registered_address,Business_scope,Email,Label,Province,Province_code,City,City_code,County,County_code
6429458,4543192abe9399bed0d57cdf3420fdb1,2011,深圳市韩金卡夫龙净水科技有限公司,郭广亮,100万人民币,-,2011-08-03,存续,91440300580083163G,440307105614637,91440300580083163G,580083163,有限责任公司,批发业,,深圳市市场监督管理局,2011-08-03至2021-08-03,-,-,0,-,-,深圳市龙岗区龙岗街道南联社区爱南路348号602,水质净化器、净水设备、空气净化设备、饮水机、太阳能热水器、节能产品及其配件的技术开发、购销、上门安装及相关技术咨询（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）；国内贸易（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）；经营进出口业务（法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营）。净水设备的生产、组装，太阳能热水器的生产、组装（以上凭有效许可证经营）。,"""492107656@qq.com"",""527125156@qq.com"",""330606214@qq.com""",小微企业,广东省,440000,深圳市,440300,龙岗区,440307
45174565,a6c0b78cd3132989801be88e65bf715c,2012,陈巴尔虎旗宝日希勒镇天赐妈咪宝贝服装店,苏龙高娃,0.5万人民币,,2012-08-16,存续,,,,,,,,,,,,,,,,,,小微企业,内蒙古自治区,150000,呼伦贝尔市,150700,陈巴尔虎旗,150725
46699589,8b5d5669840046f7a58437f6bcd93659,2011,杭州市上城区察院前农贸市场忠宝豆制品店,张水泉,1万人民币,,2011-06-13,注销,,,,,,,,,,,,,,,,,,,浙江省,330000,杭州市,330100,上城区,330102
117663833,7170c616de5278f2f36038b7a921b994,2012,镇江新区丁卯志创家居经营部,贺丽萍,50万人民币,,2012-07-30,在业,,321191600159069,未公开,未公开,个体工商户,零售业,None,镇江新区市场监督管理局,2012-07-30,,,,None,未公开,镇江新区丁卯桥路371号(镇江亿都家居建材城19幢幢211、212号),许可经营项目：无 一般经营项目：橱柜的批发与零售。,,None,江苏省,320000,镇江市,321100,京口区,321102
96310002,493871b0e192cc10116a7a5e6017aab9,2012,德兴市泗洲镇立新生资部,项基红,5万人民币,,2012-03-02,存续,,,,,,,,,,,,,,,,,"""15946836025@qq.com"",""412624098@qq.com""",小微企业,江西省,360000,上饶市,361100,德兴市,361181
73776397,a7f05d37e159c51bb8ce7760083afaf1,2011,于都县葛坳乡小洲村刘寸长药店,刘寸长,1万人民币,,2011-10-31,注销,,,,,,,,,,,,,,,,,,,江西省,360000,赣州市,360700,于都县,360731
140707788,7c8e3815e2a4a377469fe9dd92764320,2012,兰溪市成威小吃点,杨银苏,,,2012-08-10,存续,,330781607022845,未公开,,个体工商户,None,None,兰溪市市场监督管理局,未公开,,,,None,未公开,兰溪市马涧镇兰浦路50号,干、湿式点心（餐饮服务许可证有效期至2015年05月03日）（凡涉及前置审批或专项许可证的凭相关有效证件登记后经营）,,None,浙江省,330000,金华市,330700,兰溪市,330781
113485227,b677176bdea7fa3ceeeb0ebb8ea76f78,2011,宿州市通宇广告有限公司,李萍,31万元,,2011-02-23,存续（在营、开业、在册）,,,913413025730492584,57304925-8,有限责任公司(自然人投资或控股),租赁和商务服务业,None,宿州市埇桥区市场监督管理局,2011-02-23至无固定期限,,,,None,None,安徽省宿州市东昌路东昌小区1号楼108室,设计、制作、代理、发布各类广告（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,,,安徽省,340000,宿州市,341300,埇桥区,341302
50254217,b5f07e7dc4bc0d6ac149b07d9bcbb599,2011,平度市灰埠镇王景义废品收购站,,,,2011-03-11,注销,,,,,,,,,,,,,,,,,,,山东省,370000,青岛市,370200,平度市,370283
93446940,ea670673e041f750ea62ae85bdf80d36,2011,鄂托克旗润汇筛网经销部,刘蒙,10万人民币,,2011-03-21,注销,,,,,,,,,,,,,,,,,,,内蒙古自治区,150000,鄂尔多斯市,150600,鄂托克旗,150624
55565155,cee35d92d6c805b377e08a9a5d720bbb,2011,农十三师红星一场艳梅馍馍店,陈艳梅,1万人民币,,2011-02-15,存续,,,,,,,,,,,,,,,,,,小微企业,新疆维吾尔自治区,650000,乌鲁木齐市,650100,天山区,650102
65743930,9edc149418b754293c9d08de2ff61c37,2011,大城县张贾村家旭农资销售部,张家旭,3万人民币,,2011-05-25,存续,,,,,,,,,,,,,,,,,,,河北省,130000,廊坊市,131000,大城县,131025
15390725,606d6b32ed8b26b925e602ab1b512d68,2012,黄石宇阳贸易有限公司,范翼勤,100万,30万,2012-10-18,存续,9142020005541418X1,420200000055999,9142020005541418X1,05541418X,有限责任公司(自然人投资或控股),批发业,,黄石市市场监督管理局,2012-10-18至2032-10-17,-,-,0,-,-,黄石港区公园路6-22号,销售金属及非金属矿（国家有专项规定的经审批后方可经营）、化工原料（不含危险品）、建筑材料、五金交电、粉煤灰、炉料、钢渣、水渣、脱硫石膏。（涉及许可经营项目，应取得相关部门许可后方可经营）,188559681@qq.com,小微企业,湖北省,420000,黄石市,420200,黄石港区,420202
128929806,eddb25dfb440605a996c1b470d9073a8,2011,鸡泽县轩轩百货门市,赵换平,,,2011-10-28,存续（在营、开业、在册）,,130431600051090,91350304MA34A36A91,,个体工商户,None,None,鸡泽县工商行政管理局,2016-08-03,,,,None,未公开,鸡泽县曹庄乡褚庄村东,百货 预包装食品 卷烟 零售（食品流通许可证至2014.10.25烟草专卖许可证至2016-12-31）,,None,河北省,130000,邯郸市,130400,鸡泽县,130431
128469051,1e01fc65e85cb40be9747120d2869304,2012,青山湖区志勇烧菜馆,徐志勇,5万,,2012-12-06,开业,,360111600200054,92360111MA35QPFTXW,,个体工商户,None,None,南昌市青山湖区市场和质量监督管理局,2012-12-06,,,,None,未公开,南昌市青山湖区北京东路379号（湖坊镇石泉村）,小型餐馆（不含凉菜、不含裱花蛋糕、不含生食海产品）（在许可证有效期内经营，许可证有效期止2016年11月26日）*服务,,None,江西省,360000,南昌市,360100,青山湖区,360111
145543490,3ab481a229fb6b24a38c3fba1bc31ab9,2011,营口经济技术开发区百乐康按摩养生馆,王健,未公开,,2011-06-15,存续（在营、开业、在册）,,210804603248432,未公开,未公开,个体工商户,居民服务业,None,营口市鲅鱼圈区市场监督管理局,未公开,,,,None,未公开,工业园32-鑫保小区3#楼-211,按摩服务,,None,辽宁省,210000,营口市,210800,鲅鱼圈区,210804
126566459,1c7be8b5722a7539eae68958d961feed,2012,上虞市曹娥街道钱成货运部,方玲玲,,,2012-09-28,在营（开业）,,330682614082265,未公开,,个体工商户,邮政业,None,绍兴市上虞区工商行政管理局,2099-01-01,,,,None,未公开,上虞市曹娥街道里睦桥村,站场：货运站（场）经营（货运配载、货运代理）（道路运输经营许可证有效期至2016年9月27日）（凡涉及许可证制度的凭证经营）,,None,浙江省,330000,杭州市,330100,西湖区,330106
61666759,f6bfbb19c34ef7db8b64fe09fdb89108,2012,苏州市相城区元和张飞服饰店,张飞,10万人民币,,2012-07-02,注销,,,,,,,,,,,,,,,,,,,江苏省,320000,苏州市,320500,姑苏区,320508
107783710,5f2550e53abbdb87e6366f740d6efc38,2011,台州北玛机电有限公司,应琳,10万,,2011-12-14,存续,,331081100175768,91331081587790303H,58779030-3,私营有限责任公司(自然人控股或私营性质企业控股),非金属矿物制品业,None,温岭市市场监督管理局,2011-12-14至2031-12-13,,,,None,None,温岭市城西街道莞田村（台州金泰防火门窗有限公司隔壁）,电机、泵、液压件、空压机、切割机、电焊机制造、销售。,,,浙江省,330000,台州市,331000,温岭市,331081
62679626,ae98f96a0e2e9d7fcce63901b904cf86,2012,新津县诺曼琦服装店,叶兆俊,,,2012-09-18,注销,,,,,,,,,,,,,,,,,,,四川省,510000,成都市,510100,新津区,510118
139346164,25d181e0d1a9c58fb1798cca7afb06c2,2012,福安市永强日用品商行,刘增平,未公开,,2012-12-19,存续（在营、开业、在册）,,350981600149192,未公开,未公开,个体工商户,零售业,None,福建省福安市工商行政管理局,未公开,,,,None,未公开,福安市锦鸡路29号店,日用品零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,None,福建省,350000,宁德市,350900,福安市,350981
80514945,af7c307e9dbc1e2e4ca4f43830723092,2011,临河区崔五农副产品购销中心,崔凤保,10万人民币,,2011-04-11,注销,,,,,,,,,,,,,,,,,,,内蒙古自治区,150000,巴彦淖尔市,150800,临河区,150802
100428336,010b87061e941ff5d13879fc7560a826,2012,北京红才煜辉养殖专业合作社,李红才,100万人民币,,2012-03-05,在业,,,,,,,,,,,,,,,,,,,北京市,110000,北京市,110000,东城区,110101
102097202,05f61c7b1ab2902675475106a39f3d45,2011,武汉千胜商贸有限公司,何红锋,10万元人民币,,2011-04-25,存续（在营、开业、在册）,,420100000238164,None,57203853-0,有限责任公司(自然人投资或控股),批发和零售业,None,武汉东湖新技术开发区,2011-04-25至2021-04-24,,,,None,None,武汉市洪山区卓刀泉特1号73栋1单元302室,服装、鞋帽、日用百货、针纺系列的销售。（上述经营范围中国家有专项规定的项目经审批后或凭许可证在核定期限内经营）,,,湖北省,420000,武汉市,420100,洪山区,420111
38310600,dfc17a0619c1e4afaac3b13c371ccb55,2012,宁县康隆养殖农民专业合作社,左应成,150万人民币,,2012-05-08,注销,,,,,,,,,,,,,,,,,15213881388@pp.com,,甘肃省,620000,庆阳市,621000,宁县,621026
66978889,989684e5bede402e72614cf1acb71505,2012,钦州市钦州港犀牛脚镇张远福运输部,张远福,,,2012-11-13,存续,,,,,,,,,,,,,,,,,,小微企业,广西壮族自治区,450000,钦州市,450700,钦南区,450702
62786267,b5281e520e123f866c5096236e7aef5b,2011,烟台市莱山区喜庆鲜花店,姜先艳,1万人民币,,2011-08-01,在营企业,,,,,,,,,,,,,,,,,,,山东省,370000,烟台市,370600,莱山区,370613
134549118,ea4e4b4f648f57ad58a165a348baf957,2011,佛山市南海区福贵液压件经营部,宋小平,,,2011-12-07,存续,,440682601096299,91321204MA1NY12868,,个体工商户,None,None,佛山市南海区工商行政管理局,2017-05-08,,,,None,未公开,佛山市南海区桂城街石北路西侧南座23号铺,零售：液压件。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,,None,广东省,440000,佛山市,440600,南海区,440605
133197753,33f8aa693ca50bdc4aed82e78bc99e08,2012,惠来县惠城镇继发建材厂,李佐华,,,2012-10-26,存续,,445224600132816,未公开,,个体工商户,None,None,惠来县工商行政管理局,未公开,,,,None,未公开,惠来县东陇镇寄陇村（县草粉厂内）,加工、销售：水性涂料（涉及前置许可及专项经营规定的项目除外、不含危险化学物品）（有效期至2013年06月08日）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,,None,广东省,440000,揭阳市,445200,惠来县,445224
100967034,be2694fc975974475b8ecfbcc1ba3ffd,2012,南安市水头镇豪弘石材经营部,吕金钟,3万人民币,,2012-08-06,注销,,,,,,,,,,,,,,,,,,,福建省,350000,泉州市,350500,南安市,350583
134698913,55ba5f337d9e67ba62da6b986b6de8c0,2011,邯郸县金瑞汽车修理厂,霍振华,,,2011-10-27,存续（在营、开业、在册）,,130421200003999,91130421583648035F,58364803-5,个人独资企业,居民服务、修理和其他服务业,None,丛台区工商局,未公开,,,,None,未公开,邯郸县兼庄乡东辛庄村西,快修、发动机、车身修理；汽车配件、润滑油、汽车装具的销售；汽车美容（不含洗车）（依法须经批准的项目，经相关部门批准后方可开展经营活动）*,,None,河北省,130000,邯郸市,130400,丛台区,130403
142764090,19cdac73cbd411380af37016a1ca0fba,2012,固镇县城关镇真禽丰味酒楼,张杰杰,,,2012-03-30,存续（在营、开业、在册）,,340323600165478,未公开,,个体工商户,None,None,固镇县市场监管局城关市场监管所,2099-01-01,,,,None,未公开,安徽省蚌埠市固镇县城关镇土产巷,许可经营项目：小型餐馆（不含凉菜、不含裱花蛋糕、不含生食海产品）（餐饮服务许可证有效期至2015年3月30日）。,,None,安徽省,340000,蚌埠市,340300,固镇县,340323
53061371,63e7d8a898e902abdd5845d215d40348,2011,礼县田章百货商行,田章,0.0002万人民币,,2011-10-07,存续,,,,,,,,,,,,,,,,,,小微企业,甘肃省,620000,陇南市,621200,礼县,621226
100641604,7963cfe0314591884f771d1e9a3f4ad6,2012,盐池县尊尚壁纸店,武万祺,10万人民币,,2012-05-22,注销,,,,,,,,,,,,,,,,,,,宁夏回族自治区,640000,吴忠市,640300,盐池县,640323
134978798,31d9754ae6d1ca9fbeefd61359bd343c,2011,紫阳县精致女人服装店,吴静,,,2011-03-11,在营（开业）,,612425610014449,9132118139825793XG,,个体工商户,None,None,紫阳县工商行政管理局,2014-07-07,,,,None,未公开,紫阳县体育场负二层,服装鞋帽、针纺织品、日用百货零售。,,None,陕西省,610000,安康市,610900,紫阳县,610924
149325435,3cb36691dde8e99b4365797f48ef6e3d,2011,丹阳市云阳镇永凤车辆厂,武元兆,10万元人民币,,2011-08-18,在业,,321181600589329,92321181MA1R7TJU7C,L6599783-6,个体工商户,制造业,None,丹阳市市场监督管理局,2011-08-18,,,,None,未公开,丹阳市云阳镇横塘留雁村工业园区内,电瓶三轮车维修及配件加工。(依法须经批准的项目，经相关部门批准后方可开展经营活动),,None,江苏省,320000,镇江市,321100,丹阳市,321181
119130773,7d51bf7b80654cf83401d278414c515e,2012,巧家县大寨镇宏宇通讯,兰景泉,,,2012-10-14,在营（开业）,,530622600125358,未公开,,个体工商户,None,None,巧家县工商行政管理局,1993-02-06,,,,None,未公开,巧家县大寨镇大寨中学旁,代办中国移动通信业务；日用百货、日用杂品、副食、饮料零售。,,None,云南省,530000,昭通市,530600,巧家县,530622
109648161,dfdb4bf1675068a2f25306f4b654d64f,2012,邢台市庥运汽车维修服务有限公司,侯金才,50万元人民币,,2012-07-06,吊销,,130502000019511,None,,有限责任公司(自然人投资或控股),居民服务、修理和其他服务业,None,桥东区市场监督管理局,2012-07-06至2032-07-05,,,,None,None,邢台市桥东区豫让桥办事处界家屯村,许可经营项目：二类机动车维修（大、中车辆维修）（道路运输经营许可证有效期至2017年6月13日）,,,河北省,130000,邢台市,130500,襄都区,130502
14619761,2240c6fd56a809a72d39de677dfa95bc,2011,苏宁易购集团股份有限公司南京六合龙津路连锁店,金明,0人民币,-,2011-04-08,在业,91320116571566630L,320123000213765,91320116571566630L,571566630,股份有限公司分公司(上市、自然人投资或控股),零售业,,南京市六合区市场监督管理局,2011-04-08至无固定期限,-,小于50人,10,,-,南京市六合区雄州街道专诸巷28号,家用电器、电子产品、办公设备、通讯产品及配件的连锁销售和服务；空调配件的销售；制冷空调设备及家用电器的安装与维修；计算机软件开发、销售、系统集成；百货、自行车、电动助力车、摩托车、汽车的连锁销售；场地租赁、柜台出租；国内商品展览服务；企业形象策划；经济信息咨询服务；人才培训；商务代理；仓储；微型计算机配件、软件的销售；微型计算机的安装及维修；废旧物资的回收与销售；乐器销售；工艺礼品、纪念品销售；国内贸易；代办（移动、电信、联通）委托的各项业务；移动通讯转售业务；货物运输代理、仓储、装卸搬运；普通货运；预包装食品（含熟食卤味、冷冻冷藏、酒类、婴幼儿配方乳粉、乳制品）、散装食品批发与零售；保健食品的零售；国内快递、国际快递（邮政企业专营业务除外），第二类增值电信业务中的信息服务业务(不含固定网电话信息服务和互联网信息服务）；餐饮服务（按《餐饮服务许可证》所列范围经营），建筑材料、装潢材料、摄像器材销售；自营各类商品及技术的进出口业务；设计、制作、代理、发布国内各类广告；代订酒店；车载设备、智能家居、智能电子设备、音像制品零售；医疗器械销售。商品的网上销售，化妆品、汽车摩托车零配件、汽车装潢、初级农产品、粮油及制品、母婴用品、纺织品、计生用品的销售；儿童用品的研发与销售；儿童室内游戏娱乐服务；游乐设备租赁服务；图书、报刊批发零售；摄影服务；开放式货架销售；育儿知识培训服务；家政服务；汽车维修与保养；文印服务；汽车及配件销售、石油制品、汽车用品、II类医疗器械销售、礼品卡销售；经营性互联网信息服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"""shaoam@cnsuning.com"",""njcw@cnsuning.com""",小微企业,江苏省,320000,南京市,320100,六合区,320116
